# x y z w
-2.241705988086593138e+01	5.223694536952743306e+01	1.221677887788568384e+01	1.000000000000000000e+00
-3.821588960043635552e+01	-6.657251022235455196e+01	1.640157105176522245e+00	1.000000000000000000e+00
-4.096295566079724892e+01	6.242965609999933108e+00	2.084547462170823806e+01	1.000000000000000000e+00
-1.707857252016529515e+01	4.477996950396644849e+01	2.547683054115144685e+01	1.000000000000000000e+00
-2.748673623016468781e+01	-7.010066152914118831e+00	4.367105415892480025e+00	1.000000000000000000e+00
-5.512856435896087248e+01	1.296441085792414327e+01	3.957577393879429906e+01	1.000000000000000000e+00
-6.463024566246362212e+01	-4.620876604568397106e+00	2.435215813807507601e+01	1.000000000000000000e+00
-2.982662351471133633e+01	1.879697595171496483e+00	5.153546812103411590e+00	1.000000000000000000e+00
-4.811465697142880771e+01	-7.583449829462097114e+00	6.373891336662225626e+00	1.000000000000000000e+00
-6.403339651670299304e+01	-1.206749747902125414e+00	8.987679461144271187e+00	1.000000000000000000e+00
-5.706998767709771414e+01	-5.943565357457173093e+01	2.002987850283266980e+01	1.000000000000000000e+00
-3.996647349824376505e+01	5.288574513547525413e+01	1.403069357226387481e+01	1.000000000000000000e+00
-5.575581184799703038e+01	4.706528820098753130e+01	1.108304257859824560e+01	1.000000000000000000e+00
-4.562043454439150025e+01	-5.089087945912456945e+01	4.317555009193336701e+01	1.000000000000000000e+00
-5.761606251745195806e+01	2.729368595511197171e+01	4.095121154874116876e+00	1.000000000000000000e+00
-4.970670468106625606e+01	4.636866182039748452e+01	6.270753495991644721e-02	1.000000000000000000e+00
-6.215322471070839327e+01	-9.423026496208327885e+00	2.545233952929747900e+01	1.000000000000000000e+00
-5.697526873154311033e+01	-2.855412203634550039e+01	2.763896112642862590e+01	1.000000000000000000e+00
-7.454861283907027314e+01	-3.368462265174584047e+01	1.862952389696699385e+01	1.000000000000000000e+00
-3.397662241570749586e+01	-7.429035966157823623e+01	2.048163456086832479e+00	1.000000000000000000e+00
-4.403375812613762719e+01	5.142315600782364271e+01	3.037625973375872945e+01	1.000000000000000000e+00
-1.914322120102018943e+01	1.918937656978645823e+00	1.001840544465021132e+01	1.000000000000000000e+00
-4.707550889194576627e+01	5.799329589932005291e+01	3.373181943098295221e+01	1.000000000000000000e+00
-5.876188498444346209e+01	2.386742331117074656e+01	2.688288354207067954e+01	1.000000000000000000e+00
-6.642844688524372998e+01	3.233233940156853947e+01	5.843420492037398439e+00	1.000000000000000000e+00
-4.515896520016088544e+01	5.405317981908135749e+01	4.300599382179141372e+01	1.000000000000000000e+00
-3.333709008799392137e+01	5.051511067931944154e+01	5.468055805887397369e+00	1.000000000000000000e+00
-3.291065918217054076e+01	-5.233463318681792487e+01	2.921405219917469509e+01	1.000000000000000000e+00
-6.522504815856612481e+01	1.940631450486504050e+01	1.345800717133196756e+01	1.000000000000000000e+00
-2.562639111490319621e+01	3.892099901184769095e+01	1.174944775877672321e+01	1.000000000000000000e+00
-5.980319362380551240e+01	-1.407355201952494816e+01	2.107407805641789622e+01	1.000000000000000000e+00
-4.131302058003459621e+01	1.037404989809946265e+01	3.030482457662887441e+01	1.000000000000000000e+00
-5.642281584582071474e+01	2.851239565283413313e+01	2.142821729802151687e+00	1.000000000000000000e+00
-5.980247538932039220e+01	-3.833042589094032593e+01	6.124668294590294160e+00	1.000000000000000000e+00
-6.919121399662347471e+01	-7.407221093227077446e+00	4.722921347349491583e+01	1.000000000000000000e+00
-1.726646944512862447e+01	-3.053062841898837831e+01	1.819176629270666368e+01	1.000000000000000000e+00
-6.931650529322975274e+01	1.796626990990799655e+01	2.381993286756199524e+01	1.000000000000000000e+00
-5.672914471543503367e+01	-2.013205074744404754e+01	1.333104939398678290e+01	1.000000000000000000e+00
-5.061944623600971482e+01	6.233881944116210327e+00	3.352544010829274868e+01	1.000000000000000000e+00
-3.968390308271923317e+01	-2.928723569087108292e+00	2.367513860414673843e+01	1.000000000000000000e+00
-3.744645452706432565e+01	-4.362342842703515089e+01	2.211578415672993714e+01	1.000000000000000000e+00
-3.100282617757229886e+01	-5.228262436186158624e+01	6.290156214085795838e+00	1.000000000000000000e+00
-3.099694034454586955e+01	5.997874427961497901e+01	1.375094831303098175e+01	1.000000000000000000e+00
-5.645120586072621194e+01	-6.576253143502092335e+00	3.255472541075347692e+01	1.000000000000000000e+00
-4.494032214156876393e+01	-6.711087854002038000e+01	1.057140381393112172e+01	1.000000000000000000e+00
-6.490365753316403641e+01	-3.837443254196062270e+01	1.212457032344355756e+00	1.000000000000000000e+00
-6.240026252269004914e+01	5.087199669549116265e+01	1.475710301858903328e+01	1.000000000000000000e+00
-3.476841913066319734e+01	-1.680714969025382999e+01	3.254281235575823050e+00	1.000000000000000000e+00
-6.225656810073686387e+01	-1.625410138763474421e+01	2.625799834117942666e+01	1.000000000000000000e+00
-5.586488260773876391e+01	-4.683788269107822089e+01	3.997527309998676515e+01	1.000000000000000000e+00
-3.918653957914985853e+01	5.730602655543760449e+01	3.646332888848854736e+01	1.000000000000000000e+00
-6.195842874370237041e+01	-1.765245401069662279e+01	4.070771809703366273e+01	1.000000000000000000e+00
-7.087732089854340245e+01	-3.208246870967808206e+01	2.751548129394569386e+01	1.000000000000000000e+00
-4.108473083271533710e+01	-3.563882799240654009e+01	1.878337350623686675e+01	1.000000000000000000e+00
-5.883671223724872590e+01	4.376771937691912484e+01	1.053760013603244339e+01	1.000000000000000000e+00
-2.560347327866309897e+01	-4.057323009410315962e+01	8.748769525555164961e+00	1.000000000000000000e+00
-2.147980506805648915e+01	-4.332886058206428714e+01	2.522516387625748990e+01	1.000000000000000000e+00
-4.933835825724848689e+01	-3.337776582656564983e+01	3.473725676938116180e+01	1.000000000000000000e+00
-7.146569581127577919e+01	1.963723024137728146e+01	3.191986890118775122e+01	1.000000000000000000e+00
-1.720430787479619639e+01	-3.167458208473652803e+01	1.716562977210424279e+01	1.000000000000000000e+00
-3.609806234464096519e+01	-5.609003373895917122e+01	1.247050886714502838e+01	1.000000000000000000e+00
-5.397804173757841539e+01	-2.988503678087474924e+01	1.060974905066691854e+01	1.000000000000000000e+00
-6.441326516060269114e+01	-4.003187687281475604e+01	2.636959748064601206e-01	1.000000000000000000e+00
-3.989260727698915332e+01	-5.926530407560537128e+01	2.110197393799671417e+01	1.000000000000000000e+00
-3.184667902020011709e+01	-6.117330769417299585e+00	4.662573950143627854e+00	1.000000000000000000e+00
-4.183365207428301602e+01	7.500810832983838772e+00	3.126890636741057161e+00	1.000000000000000000e+00
-4.414798447314554863e+01	-4.405831059722505216e+01	5.266639179378067581e+00	1.000000000000000000e+00
-3.635715002639805249e+01	4.377033927243141420e+01	2.906182709586567725e+01	1.000000000000000000e+00
-4.326855946572629819e+01	6.183179383138795515e+01	1.694854101970416949e+01	1.000000000000000000e+00
-5.621333074065465496e+01	4.161938363609350233e+01	2.291337057091865859e+01	1.000000000000000000e+00
-4.361357114857620587e+01	-5.387116622908967756e+00	7.316533629529920368e+00	1.000000000000000000e+00
-3.172108744824888404e+01	-6.539560068001242144e+01	4.275038294244948389e+01	1.000000000000000000e+00
-3.536467604190568892e+01	-1.200024740327714134e+01	1.972261624326998586e+01	1.000000000000000000e+00
-4.176005132919941332e+01	-1.534058405434487504e+01	7.642353755063989951e+00	1.000000000000000000e+00
-4.565959274495278208e+01	-2.319190781443417038e+01	3.677810493103392986e+01	1.000000000000000000e+00
-4.940975725998112011e+01	-6.513968437783842091e+01	1.592252840832346905e+01	1.000000000000000000e+00
