6.548617607887145198e+01,4.828417096584430368e+01,3.181015463107213748e+01,2.198180199041484784e+01,1.394104887975514906e+01,1.007161300962678574e+01,7.170451356568775303e+00,4.836496090014631655e+00,3.568497773344884383e+00,2.232874668691789299e+00,1.585559318707530974e+00,1.090046374479748170e+00,7.111992422174502337e-01,4.452440683619083850e-01,3.876354982840054531e-01,2.794344943819129790e-01,1.536682073248361591e-01,1.094528907757050668e-01,1.000469407677457429e-01,7.108520756819715347e-02
7.289055427870157189e+01,5.233380806955435816e+01,3.575443818600482615e+01,2.490269673899585356e+01,1.514730614257633867e+01,1.136583706413508033e+01,8.147267227707313708e+00,5.534910815144478136e+00,4.125987365783504224e+00,2.946513365617690283e+00,1.796991347470088041e+00,1.207625167569849056e+00,8.816866241376051239e-01,5.801921705706072352e-01,3.095421605498689943e-01,2.553487928863125700e-01,1.653229104612538025e-01,1.521533378652205615e-01,8.553798545597625369e-02,-3.193697244482761322e-02
6.934416478837967190e+01,5.086920114461671005e+01,3.522557956922156563e+01,2.394502055806065854e+01,1.623668259062372954e+01,1.014734268752076396e+01,8.218828263401576351e+00,5.336945111439437284e+00,3.914716842064119628e+00,2.798789115265400085e+00,1.964745289566076858e+00,1.442573944801511576e+00,9.740644774448437015e-01,6.278054768520265894e-01,3.879167242811496497e-01,2.266138731899134118e-01,1.637783240806660601e-01,9.639003295417100659e-02,6.822861740046930190e-02,9.658562991786887736e-03
7.176190925177301949e+01,5.535139763234793264e+01,3.616784994209260873e+01,2.697033047086728175e+01,1.561767291751621300e+01,1.153405642226713290e+01,8.733833057171311864e+00,5.607458001295166916e+00,4.166699833737628644e+00,2.979175587456457386e+00,2.336594192044109786e+00,1.600399376662619666e+00,1.091392470177430685e+00,8.094363661731680537e-01,5.361025781581530980e-01,3.976074360006391917e-01,2.844332260144200597e-01,1.225410593264707193e-01,6.004324336578388543e-02,5.403823777437859882e-02
6.077173900515455074e+01,4.374544918908408420e+01,3.033924682300328612e+01,2.102588471833649209e+01,1.340121274555102282e+01,9.692802814246777032e+00,7.352300550682707936e+00,5.032580348004517035e+00,3.614434014555448993e+00,2.461676610580819435e+00,1.729215830596050774e+00,1.326853622978369840e+00,9.598052477607520450e-01,6.285696194346237498e-01,3.506177539635275120e-01,2.345804499910925378e-01,2.127668261581552867e-01,1.220079752422390945e-01,7.154089858200281260e-02,4.644846399494671069e-02
8.008269207812000445e+01,5.866260313701231865e+01,3.909614421576056742e+01,2.734245891729383260e+01,1.661310923842668075e+01,1.135174925973418780e+01,9.171724189679736128e+00,6.044038204909483625e+00,4.416710354715734255e+00,3.207087473252573151e+00,2.108318174432859404e+00,1.343266927931829890e+00,1.115911412522733626e+00,8.963080139606214303e-01,5.760136036926176706e-01,3.844246008019358007e-01,2.726835363305687432e-01,2.685064325529653018e-01,1.469287070926435235e-01,5.859421852960657040e-02
7.031413720278845858e+01,5.020833221473507280e+01,3.431765020356070295e+01,2.239451382004936519e+01,1.523709357502943007e+01,1.127491751591930758e+01,7.483807613006423054e+00,5.627601066008898201e+00,4.044672403551290429e+00,2.696008122278788388e+00,1.797276553054920623e+00,1.514133751439838749e+00,1.029980658962574847e+00,7.686139635524440461e-01,5.364537193356487821e-01,4.185877847920962957e-01,2.621692426873360460e-01,2.203360488673817286e-01,1.204135939102588121e-01,2.530796380240990170e-02
6.739970990610147794e+01,5.115739259785010518e+01,3.767873771610035760e+01,2.495491951294716415e+01,1.588785751900001841e+01,1.144402970632147110e+01,8.788180090961303037e+00,5.967544062478398637e+00,4.398541603536175515e+00,3.115777675492003240e+00,2.016048888022413887e+00,1.419508719387254647e+00,8.903307632326568077e-01,5.731355049457639295e-01,3.324776057392175854e-01,1.916865708348681474e-01,1.664694874949542158e-01,1.044747742219331310e-01,-8.172206181063261174e-04,3.763787556493519704e-02
5.642293083297593626e+01,4.547118133699781595e+01,2.798193494371557577e+01,1.975152720461814937e+01,1.198144124125793653e+01,9.369531173938913327e+00,6.661993354176988902e+00,4.418697276077812930e+00,3.046592285193840954e+00,1.956300817315698160e+00,1.362259918609817877e+00,9.467104418553088374e-01,6.056617338614868062e-01,3.697252928237648728e-01,2.806294062469550932e-01,2.198497168163963678e-01,1.552013472199454680e-01,1.184574748047664550e-01,7.971079330778693683e-02,1.232468459567355110e-03
7.886351707663824584e+01,6.060522236181828504e+01,3.843367494651962346e+01,2.696047629563366499e+01,1.587720034698523186e+01,1.292206141309698353e+01,8.736619959737856433e+00,6.373583210384829556e+00,4.557158061516020986e+00,3.198231010509981154e+00,2.212823425454303994e+00,1.578020594658476217e+00,1.045604310543519988e+00,8.485104605790292354e-01,4.495322177760685545e-01,3.498258285589078143e-01,1.814258371951364135e-01,8.590086777942597396e-02,9.384305298310092677e-03,2.124585320200513688e-02
