# x y z
-3.738242312625203567e+01	2.335166678576575094e+01	1.308772277152857022e+01
-1.432116117040087389e+01	-1.766380235540386368e+00	9.812209219135654692e+00
-6.484325946908786875e+01	3.565335247605144531e+01	5.823471393118999195e+00
-3.247213912135228497e+01	-1.385263531077907118e+01	4.327143272104314597e+00
-5.777684422852239265e+01	-2.069262344212135840e+00	3.769154147843540414e+01
-4.307788009363365944e+01	9.196095079318800103e+00	2.247724814016807571e+01
-3.386246681931245206e+01	-6.130631948497028816e+01	1.950700514610229064e+01
-5.579420364258437104e+01	-1.085001077267148339e+01	3.441342707691831038e+01
-7.997802812803105610e+01	6.946857365074279311e-01	1.335105784860734346e+01
-3.654728737800821392e+01	-4.748898279441179682e+01	7.554789548085846240e-01
-1.829460076170787985e+01	-2.192060896370656309e+01	4.886511842110747850e+00
-3.036814608087378176e+01	5.037337303698606661e+01	3.147150587612950901e+01
-1.629706910769850481e+01	-2.019608842887089395e+01	7.995355883998075619e+00
-4.186036449747783905e+01	3.732839263786618744e+01	2.677643495296545240e+01
-6.567230653350041791e+01	-1.571752549211429262e+01	9.396343519273814948e+00
-1.991280472743048335e+01	-4.927049382092635987e+00	1.704571598200360860e+00
-3.788647708562182714e+01	6.890854432986903078e+01	1.062146182579407672e+01
-4.080538163887582215e+01	-5.217488232626036648e+01	3.339657933200743400e+01
-2.950825185483338231e+01	-1.880675606503869801e+01	1.054314312010312449e+00
-1.030388946487789603e+01	-2.400664180599319053e+01	8.174846167793758056e+00
-4.559641314864863659e+01	-6.293289213441713059e+01	1.761301241849032806e+01
-7.946468898541567683e+01	-1.915886829149248882e+01	8.888488019780085736e+00
-3.446873889858917295e+01	1.782041922544400192e+00	1.325375387838412422e+01
-1.935508749543179974e+01	-1.391328223794493901e+01	9.237243230365152158e+00
-4.203276987302267997e+01	-1.321946252962322355e+01	1.723248239549803884e+01
-1.244413357274416398e+01	1.800719064430376548e+00	6.282909585864787871e+00
-4.145900014490464969e+01	1.461483267332040903e+01	1.291347333699686395e+01
-3.950193348843504282e+01	1.931399765856195216e+01	2.564758676201357801e+01
-5.884633929227076976e+01	6.361134041502852554e+00	7.299857280806429038e+00
-4.831885246504916864e+01	1.852598071060229401e+01	3.376239329268894096e+01
-2.535202742751732075e+01	6.201287530764349043e+01	1.172785774892413713e+01
-2.276159082492533869e+01	4.739877951527258659e+01	2.987041617537902383e+01
-5.549552588759222971e+01	2.851014600839807400e+01	2.894646914947235672e+01
-4.185726591898247051e+01	3.300897429626213864e+01	2.430981869567062859e+01
-3.990438797027491091e+01	4.837683046183531133e+01	1.169099434075929445e+01
